station_name,month,day_of_week,holiday,time_type,malfunction_cause,malfunction_cause_group,rain_bins,wind_bins,temp_bins,duration_30min_intervals
Schiphol Airport,January,Monday,nonholiday,off-peak,broken down train,rolling stock,medium,high,freezing,b
Weesp,January,Monday,nonholiday,off-peak,broken down train,rolling stock,medium,high,freezing,b
Hilversum Media Park,January,Monday,nonholiday,off-peak,broken down train,rolling stock,medium,high,freezing,b
Amsterdam Centraal,January,Monday,nonholiday,off-peak,broken down train,rolling stock,medium,high,freezing,b
Amsterdam Lelylaan,January,Monday,nonholiday,off-peak,broken down train,rolling stock,medium,high,freezing,b
Amsterdam Sloterdijk,January,Monday,nonholiday,off-peak,broken down train,rolling stock,medium,high,freezing,b
Rotterdam Centraal,January,Monday,nonholiday,off-peak,broken down train,rolling stock,medium,high,freezing,b
Schiphol Airport,January,Monday,nonholiday,off-peak,broken down train,rolling stock,medium,high,freezing,b
Rotterdam Centraal,January,Monday,nonholiday,off-peak,broken down train,rolling stock,medium,high,freezing,b
Schiphol Airport,January,Monday,nonholiday,off-peak,broken down train,rolling stock,medium,high,freezing,b
Houten,January,Monday,nonholiday,peak,stranded train,rolling stock,medium,high,freezing,e
Houten Castellum,January,Monday,nonholiday,peak,stranded train,rolling stock,medium,high,freezing,e
Utrecht Centraal,January,Monday,nonholiday,peak,stranded train,rolling stock,medium,high,freezing,e
Utrecht Lunetten,January,Monday,nonholiday,peak,stranded train,rolling stock,medium,high,freezing,e
Utrecht Vaartsche Rijn,January,Monday,nonholiday,peak,stranded train,rolling stock,medium,high,freezing,e
Echt,January,Monday,nonholiday,peak,broken down train,rolling stock,medium,high,freezing,f
Roermond,January,Monday,nonholiday,peak,broken down train,rolling stock,medium,high,freezing,f
Susteren,January,Monday,nonholiday,peak,broken down train,rolling stock,medium,high,freezing,f
Sittard,January,Monday,nonholiday,peak,broken down train,rolling stock,medium,high,freezing,f
Weert,January,Monday,nonholiday,peak,broken down train,rolling stock,medium,high,freezing,f
Breda,January,Monday,nonholiday,off-peak,broken down train,rolling stock,medium,high,freezing,a
Rotterdam Centraal,January,Monday,nonholiday,off-peak,broken down train,rolling stock,medium,high,freezing,a
Roermond,January,Monday,nonholiday,off-peak,disruption elsewhere,logistical,medium,high,freezing,a
Reuver,January,Monday,nonholiday,off-peak,disruption elsewhere,logistical,medium,high,freezing,a
Swalmen,January,Monday,nonholiday,off-peak,disruption elsewhere,logistical,medium,high,freezing,a
Tegelen,January,Monday,nonholiday,off-peak,disruption elsewhere,logistical,medium,high,freezing,a
Venlo,January,Monday,nonholiday,off-peak,disruption elsewhere,logistical,medium,high,freezing,a
Amsterdam Centraal,January,Monday,nonholiday,off-peak,broken down train,rolling stock,medium,high,freezing,h
Amsterdam Lelylaan,January,Monday,nonholiday,off-peak,broken down train,rolling stock,medium,high,freezing,h
Amsterdam Sloterdijk,January,Monday,nonholiday,off-peak,broken down train,rolling stock,medium,high,freezing,h
Breda,January,Monday,nonholiday,off-peak,broken down train,rolling stock,medium,high,freezing,h
Rotterdam Centraal,January,Monday,nonholiday,off-peak,broken down train,rolling stock,medium,high,freezing,h
Schiphol Airport,January,Monday,nonholiday,off-peak,broken down train,rolling stock,medium,high,freezing,h
Amsterdam Centraal,January,Monday,nonholiday,off-peak,broken down train,rolling stock,medium,high,freezing,a
Amsterdam Lelylaan,January,Monday,nonholiday,off-peak,broken down train,rolling stock,medium,high,freezing,a
Amsterdam Sloterdijk,January,Monday,nonholiday,off-peak,broken down train,rolling stock,medium,high,freezing,a
Rotterdam Centraal,January,Monday,nonholiday,off-peak,broken down train,rolling stock,medium,high,freezing,a
Schiphol Airport,January,Monday,nonholiday,off-peak,broken down train,rolling stock,medium,high,freezing,a
Tegelen,January,Monday,nonholiday,off-peak,broken down train,rolling stock,medium,high,freezing,c
Venlo,January,Monday,nonholiday,off-peak,broken down train,rolling stock,medium,high,freezing,c
Leeuwarden,January,Tuesday,nonholiday,off-peak,tree on the track,external,high,high,freezing,c
Mantgum,January,Tuesday,nonholiday,off-peak,tree on the track,external,high,high,freezing,c
Sneek,January,Tuesday,nonholiday,off-peak,tree on the track,external,high,high,freezing,c
Sneek Noord,January,Tuesday,nonholiday,off-peak,tree on the track,external,high,high,freezing,c
Venlo,January,Tuesday,nonholiday,off-peak,signal failure,infrastructure,high,high,freezing,a
Groningen Europapark,January,Tuesday,nonholiday,peak,broken down train,rolling stock,high,high,freezing,e
Groningen,January,Tuesday,nonholiday,peak,broken down train,rolling stock,high,high,freezing,e
Hoogezand-Sappemeer,January,Tuesday,nonholiday,peak,broken down train,rolling stock,high,high,freezing,e
Kropswolde,January,Tuesday,nonholiday,peak,broken down train,rolling stock,high,high,freezing,e
Martenshoek,January,Tuesday,nonholiday,peak,broken down train,rolling stock,high,high,freezing,e
Sappemeer Oost,January,Tuesday,nonholiday,peak,broken down train,rolling stock,high,high,freezing,e
Zuidbroek,January,Tuesday,nonholiday,peak,broken down train,rolling stock,high,high,freezing,e
Boxmeer,January,Tuesday,nonholiday,peak,broken down train,rolling stock,high,high,freezing,h
Cuijk,January,Tuesday,nonholiday,peak,broken down train,rolling stock,high,high,freezing,h
Mook Molenhoek,January,Tuesday,nonholiday,peak,broken down train,rolling stock,high,high,freezing,h
Nijmegen,January,Tuesday,nonholiday,peak,broken down train,rolling stock,high,high,freezing,h
Nijmegen Heyendaal,January,Tuesday,nonholiday,peak,broken down train,rolling stock,high,high,freezing,h
Vierlingsbeek,January,Tuesday,nonholiday,peak,broken down train,rolling stock,high,high,freezing,h
Venray,January,Tuesday,nonholiday,peak,broken down train,rolling stock,high,high,freezing,h
Almere Centrum,January,Tuesday,nonholiday,off-peak,broken down train,rolling stock,high,high,freezing,a
Almere Buiten,January,Tuesday,nonholiday,off-peak,broken down train,rolling stock,high,high,freezing,a
Almere Oostvaarders,January,Tuesday,nonholiday,off-peak,broken down train,rolling stock,high,high,freezing,a
Almere Parkwijk,January,Tuesday,nonholiday,off-peak,broken down train,rolling stock,high,high,freezing,a
Rotterdam Centraal,January,Tuesday,nonholiday,off-peak,stranded train,rolling stock,high,high,freezing,b
Schiphol Airport,January,Tuesday,nonholiday,off-peak,stranded train,rolling stock,high,high,freezing,b
Diemen Zuid,January,Tuesday,nonholiday,off-peak,points failure,infrastructure,high,high,freezing,a
Weesp,January,Tuesday,nonholiday,off-peak,points failure,infrastructure,high,high,freezing,a
Diemen Zuid,January,Tuesday,nonholiday,off-peak,points failure,infrastructure,high,high,freezing,d
Weesp,January,Tuesday,nonholiday,off-peak,points failure,infrastructure,high,high,freezing,d
Antwerpen-Centraal,January,Tuesday,nonholiday,off-peak,points failure,infrastructure,high,high,freezing,i
Rotterdam Centraal,January,Tuesday,nonholiday,off-peak,points failure,infrastructure,high,high,freezing,i
Boxmeer,January,Tuesday,nonholiday,peak,person on the railway track,external,high,high,freezing,a
Blerick,January,Tuesday,nonholiday,peak,person on the railway track,external,high,high,freezing,a
Cuijk,January,Tuesday,nonholiday,peak,person on the railway track,external,high,high,freezing,a
Mook Molenhoek,January,Tuesday,nonholiday,peak,person on the railway track,external,high,high,freezing,a
Nijmegen,January,Tuesday,nonholiday,peak,person on the railway track,external,high,high,freezing,a
Nijmegen Heyendaal,January,Tuesday,nonholiday,peak,person on the railway track,external,high,high,freezing,a
Venlo,January,Tuesday,nonholiday,peak,person on the railway track,external,high,high,freezing,a
Vierlingsbeek,January,Tuesday,nonholiday,peak,person on the railway track,external,high,high,freezing,a
Venray,January,Tuesday,nonholiday,peak,person on the railway track,external,high,high,freezing,a
Almelo,January,Tuesday,nonholiday,peak,broken down train,rolling stock,high,high,freezing,c
Rijssen,January,Tuesday,nonholiday,peak,broken down train,rolling stock,high,high,freezing,c
Wierden,January,Tuesday,nonholiday,peak,broken down train,rolling stock,high,high,freezing,c
Akkrum,January,Tuesday,nonholiday,peak,broken down train,rolling stock,high,high,freezing,a
Grou-Jirnsum,January,Tuesday,nonholiday,peak,broken down train,rolling stock,high,high,freezing,a
Heerenveen,January,Tuesday,nonholiday,peak,broken down train,rolling stock,high,high,freezing,a
Leeuwarden,January,Tuesday,nonholiday,peak,broken down train,rolling stock,high,high,freezing,a
Meppel,January,Tuesday,nonholiday,peak,broken down train,rolling stock,high,high,freezing,a
Steenwijk,January,Tuesday,nonholiday,peak,broken down train,rolling stock,high,high,freezing,a
Wolvega,January,Tuesday,nonholiday,peak,broken down train,rolling stock,high,high,freezing,a
Heerenveen IJsstadion,January,Tuesday,nonholiday,peak,broken down train,rolling stock,high,high,freezing,a
Almelo,January,Tuesday,nonholiday,peak,broken down train,rolling stock,high,high,freezing,b
Almelo de Riet,January,Tuesday,nonholiday,peak,broken down train,rolling stock,high,high,freezing,b
Borne,January,Tuesday,nonholiday,peak,broken down train,rolling stock,high,high,freezing,b
Enschede,January,Tuesday,nonholiday,peak,broken down train,rolling stock,high,high,freezing,b
Hengelo,January,Tuesday,nonholiday,peak,broken down train,rolling stock,high,high,freezing,b
Nijverdal,January,Tuesday,nonholiday,peak,broken down train,rolling stock,high,high,freezing,b
Raalte,January,Tuesday,nonholiday,peak,broken down train,rolling stock,high,high,freezing,b
Wierden,January,Tuesday,nonholiday,peak,broken down train,rolling stock,high,high,freezing,b
Enschede Kennispark,January,Tuesday,nonholiday,peak,broken down train,rolling stock,high,high,freezing,b
Amersfoort Centraal,January,Tuesday,nonholiday,peak,broken down train,rolling stock,high,high,freezing,a
Almelo,January,Tuesday,nonholiday,peak,broken down train,rolling stock,high,high,freezing,a
Almelo de Riet,January,Tuesday,nonholiday,peak,broken down train,rolling stock,high,high,freezing,a
Apeldoorn,January,Tuesday,nonholiday,peak,broken down train,rolling stock,high,high,freezing,a
Apeldoorn Osseveld,January,Tuesday,nonholiday,peak,broken down train,rolling stock,high,high,freezing,a
Amsterdam Centraal,January,Tuesday,nonholiday,peak,broken down train,rolling stock,high,high,freezing,a
Amsterdam Muiderpoort,January,Tuesday,nonholiday,peak,broken down train,rolling stock,high,high,freezing,a
Amsterdam Science Park,January,Tuesday,nonholiday,peak,broken down train,rolling stock,high,high,freezing,a
Bad Bentheim,January,Tuesday,nonholiday,peak,broken down train,rolling stock,high,high,freezing,a
Borne,January,Tuesday,nonholiday,peak,broken down train,rolling stock,high,high,freezing,a
Baarn,January,Tuesday,nonholiday,peak,broken down train,rolling stock,high,high,freezing,a
Bussum Zuid,January,Tuesday,nonholiday,peak,broken down train,rolling stock,high,high,freezing,a
Diemen,January,Tuesday,nonholiday,peak,broken down train,rolling stock,high,high,freezing,a
Deventer,January,Tuesday,nonholiday,peak,broken down train,rolling stock,high,high,freezing,a
Deventer Colmschate,January,Tuesday,nonholiday,peak,broken down train,rolling stock,high,high,freezing,a
Hengelo,January,Tuesday,nonholiday,peak,broken down train,rolling stock,high,high,freezing,a
Hengelo Oost,January,Tuesday,nonholiday,peak,broken down train,rolling stock,high,high,freezing,a
Holten,January,Tuesday,nonholiday,peak,broken down train,rolling stock,high,high,freezing,a
Hilversum,January,Tuesday,nonholiday,peak,broken down train,rolling stock,high,high,freezing,a
Naarden-Bussum,January,Tuesday,nonholiday,peak,broken down train,rolling stock,high,high,freezing,a
Oldenzaal,January,Tuesday,nonholiday,peak,broken down train,rolling stock,high,high,freezing,a
Rijssen,January,Tuesday,nonholiday,peak,broken down train,rolling stock,high,high,freezing,a
Twello,January,Tuesday,nonholiday,peak,broken down train,rolling stock,high,high,freezing,a
Wierden,January,Tuesday,nonholiday,peak,broken down train,rolling stock,high,high,freezing,a
Weesp,January,Tuesday,nonholiday,peak,broken down train,rolling stock,high,high,freezing,a
Hilversum Media Park,January,Tuesday,nonholiday,peak,broken down train,rolling stock,high,high,freezing,a
Rijssen,January,Tuesday,nonholiday,peak,broken down train,rolling stock,high,high,freezing,d
Wierden,January,Tuesday,nonholiday,peak,broken down train,rolling stock,high,high,freezing,d
Delden,January,Tuesday,nonholiday,peak,broken down train,rolling stock,high,high,freezing,c
Goor,January,Tuesday,nonholiday,peak,broken down train,rolling stock,high,high,freezing,c
Hengelo,January,Tuesday,nonholiday,peak,broken down train,rolling stock,high,high,freezing,c
Lochem,January,Tuesday,nonholiday,peak,broken down train,rolling stock,high,high,freezing,c
Zutphen,January,Tuesday,nonholiday,peak,broken down train,rolling stock,high,high,freezing,c
Hengelo Gezondheidspark,January,Tuesday,nonholiday,peak,broken down train,rolling stock,high,high,freezing,c
Amersfoort Centraal,January,Tuesday,nonholiday,peak,broken down train,rolling stock,high,high,freezing,a
Almelo,January,Tuesday,nonholiday,peak,broken down train,rolling stock,high,high,freezing,a
Almelo de Riet,January,Tuesday,nonholiday,peak,broken down train,rolling stock,high,high,freezing,a
Apeldoorn,January,Tuesday,nonholiday,peak,broken down train,rolling stock,high,high,freezing,a
Apeldoorn Osseveld,January,Tuesday,nonholiday,peak,broken down train,rolling stock,high,high,freezing,a
Amsterdam Centraal,January,Tuesday,nonholiday,peak,broken down train,rolling stock,high,high,freezing,a
Amsterdam Muiderpoort,January,Tuesday,nonholiday,peak,broken down train,rolling stock,high,high,freezing,a
Amsterdam Science Park,January,Tuesday,nonholiday,peak,broken down train,rolling stock,high,high,freezing,a
Bad Bentheim,January,Tuesday,nonholiday,peak,broken down train,rolling stock,high,high,freezing,a
Borne,January,Tuesday,nonholiday,peak,broken down train,rolling stock,high,high,freezing,a
Baarn,January,Tuesday,nonholiday,peak,broken down train,rolling stock,high,high,freezing,a
Bussum Zuid,January,Tuesday,nonholiday,peak,broken down train,rolling stock,high,high,freezing,a
Diemen,January,Tuesday,nonholiday,peak,broken down train,rolling stock,high,high,freezing,a
Deventer,January,Tuesday,nonholiday,peak,broken down train,rolling stock,high,high,freezing,a
Deventer Colmschate,January,Tuesday,nonholiday,peak,broken down train,rolling stock,high,high,freezing,a
Hengelo,January,Tuesday,nonholiday,peak,broken down train,rolling stock,high,high,freezing,a
Hengelo Oost,January,Tuesday,nonholiday,peak,broken down train,rolling stock,high,high,freezing,a
Holten,January,Tuesday,nonholiday,peak,broken down train,rolling stock,high,high,freezing,a
Hilversum,January,Tuesday,nonholiday,peak,broken down train,rolling stock,high,high,freezing,a
Naarden-Bussum,January,Tuesday,nonholiday,peak,broken down train,rolling stock,high,high,freezing,a
Oldenzaal,January,Tuesday,nonholiday,peak,broken down train,rolling stock,high,high,freezing,a
